Location,Sector,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Annual
Sandwich,Total,2018,"1,115,160","815,351","836,287","578,015","305,151","187,680","160,038","152,968","158,771","341,075","715,956","948,772","6,315,223"
Medford,Commercial & Industrial,2017,"1,115,967","968,845","1,045,012","630,765","419,329","279,875","258,908","261,207","279,041","382,317","786,225","1,273,363","7,700,855"
Winthrop,Total,2014,"1,117,071","1,038,211","919,586","499,487","259,143","153,309","130,472","130,580","148,244","309,978","630,822","973,456","6,310,358"
Lexington,Residential,2016,"1,118,342","996,490","751,841","560,538","311,926","138,145","116,228","111,848","141,404","348,714","720,135","1,088,774","6,404,386"
Dracut,Residential,2016,"1,118,386","1,015,579","800,750","592,141","312,460","169,523","149,064","144,161","175,817","373,284","728,798","1,089,397","6,669,361"
Lexington,Commercial & Industrial,2019,"1,118,662","889,275","835,353","561,607","478,910","329,330","298,859","299,324","333,619","500,241","787,521","984,849","7,417,550"
Burlington,Commercial & Industrial,2016,"1,119,244","923,284","904,363","711,280","487,596","342,819","402,477","402,045","417,754","500,689","691,707","1,075,827","7,979,085"
Franklin,Commercial & Industrial,2013,"1,119,555","1,065,537","980,053","620,911","425,460","335,536","310,560","325,517","363,804","499,912","812,159","1,102,414","7,961,420"
Wellesley,Commercial & Industrial,2019,"1,119,841","983,066","871,495","605,280","379,571","350,555","423,111","444,036","445,545","568,661","743,166","871,609","7,805,938"
Fitchburg,Residential,2018,"1,120,587","815,690","819,419","573,715","277,160","165,882","152,287","153,141","174,693","446,756","916,253","1,162,248","6,777,829"
Weston,Residential,2019,"1,121,054","1,015,806","841,274","468,965","296,668","170,860","128,970","131,601","178,754","377,823","711,746","921,720","6,365,241"
Chelsea,Commercial & Industrial,2014,"1,122,072","957,994","988,495","626,830","431,920","316,169","285,979","274,294","301,583","460,840","682,509","893,486","7,342,173"
Stoneham,Total,2014,"1,123,125","938,699","905,031","455,203","250,784","143,910","117,590","123,837","148,178","298,309","573,128","842,941","5,920,735"
North Andover,Commercial & Industrial,2017,"1,124,303","768,529","797,523","451,797","246,270","135,332","112,166","113,834","135,816","214,170","542,847","933,780","5,576,367"
Beverly,Residential,2017,"1,125,189","965,884","1,049,118","595,505","339,115","190,845","144,264","147,578","153,131","278,601","698,655","1,412,971","7,100,856"
Franklin,Residential,2013,"1,125,530","1,020,226","923,405","488,190","237,465","161,006","127,886","134,233","156,951","339,873","742,433","1,152,534","6,609,733"
Medford,Commercial & Industrial,2016,"1,128,283","1,049,638","837,656","621,122","422,497","280,863","257,878","227,972","283,343","444,737","706,868","1,086,122","7,346,978"
Foxborough,Commercial & Industrial,2017,"1,128,395","691,403","721,812","449,458","280,746","196,179","152,434","150,481","166,002","265,244","513,115","926,812","5,642,081"
Reading,Total,2018,"1,129,376","757,411","801,185","525,618","250,625","153,829","129,317","124,274","146,955","372,671","709,470","915,300","6,016,031"
Dedham,Residential,2016,"1,130,971","1,112,243","890,355","577,034","314,557","162,637","137,626","129,389","169,337","374,154","725,956","1,145,854","6,870,114"
Ludlow,Total,2018,"1,131,669","758,963","719,602","482,436","176,814","121,904","130,238","114,281","138,078","335,823","669,218","908,150","5,687,175"
Fitchburg,Residential,2016,"1,132,100","1,128,038","931,381","616,767","369,611","227,328","167,545","153,969","200,927","362,049","691,746","1,126,989","7,108,450"
Northborough,Total,2019,"1,132,348","926,109","838,027","491,812","317,400","203,744","173,352","188,684","209,965","376,765","703,973","958,405","6,520,584"
Attleboro,Residential,2018,"1,132,492","791,653","764,260","511,245","234,030","126,750","103,773","99,062","118,128","328,064","696,375","948,840","5,854,673"
Franklin,Commercial & Industrial,2015,"1,133,454","1,187,309","963,272","500,509","266,209","169,096","140,049","140,058","154,144","311,759","497,750","991,486","6,455,094"
South Hadley,Total,2018,"1,134,217","818,363","821,608","567,336","257,423","126,655","109,805","107,516","147,282","427,716","800,014","986,396","6,304,330"
South Hadley,Total,2019,"1,136,659","987,512","829,715","461,531","303,419","144,879","120,524","142,348","165,523","368,824","731,937","945,934","6,338,804"
Acton,Total,2013,"1,136,965","935,458","905,602","484,256","267,221","187,163","153,587","166,854","197,946","408,336","778,982","1,149,356","6,771,726"
Amesbury,Total,2019,"1,137,149","913,942","829,552","455,868","289,109","147,125","116,252","119,505","146,326","297,247","672,645","902,865","6,027,584"
South Hadley,Total,2014,"1,137,683","576,611","544,517","512,468","261,937","127,812","114,471","118,031","160,834","348,391","669,839","900,918","5,473,513"
Canton,Residential,2017,"1,138,199","742,587","840,223","411,192","249,447","145,732","114,849","114,422","120,850","191,370","553,685","1,115,288","5,737,843"
Tewksbury,Residential,2017,"1,139,066","941,453","1,134,894","503,336","336,771","183,376","148,261","142,679","155,942","302,476","708,881","1,405,888","7,103,024"
Agawam,Residential,2015,"1,140,328","1,100,369","679,594","68,918","205,976","136,459","120,450","113,561","136,999","275,251","443,739","684,762","5,106,405"
Northampton,Residential,2014,"1,140,751","1,022,552","862,921","493,876","236,914","126,130","108,280","109,538","144,198","310,991","634,157","961,048","6,151,356"
Woburn,Residential,2015,"1,140,990","1,056,049","905,617","488,476","220,617","147,980","127,960","116,011","139,873","272,016","488,819","653,559","5,757,969"
Saugus,Residential,2018,"1,141,944","725,678","836,112","537,320","201,618","142,822","117,455","112,204","129,883","343,601","680,477","877,643","5,846,757"
Scituate,Total,2016,"1,141,998","915,931","715,596","557,739","320,118","155,368","136,973","130,977","141,148","368,415","1,076,462","1,815,807","7,476,533"
Mashpee,Total,2016,"1,142,135","1,118,306","866,629","625,876","375,342","249,657","226,904","218,833","214,523","366,684","671,867","1,096,662","7,173,418"
Stoneham,Total,2019,"1,142,244","980,507","882,378","473,781","310,812","152,287","119,241","118,491","144,220","352,708","683,474","947,826","6,307,970"
Dartmouth,Residential,2015,"1,142,560","1,163,476","961,099","502,327","240,253","157,944","128,850","120,238","141,927","270,747","436,480","637,640","5,903,540"
Norton,Total,2016,"1,142,672","898,533","778,594","564,371","330,190","209,887","194,873","208,000","248,153","692,755","1,540,251","2,322,345","9,130,623"
Longmeadow,Residential,2014,"1,143,448","1,095,560","909,253","491,016","220,977","129,116","111,933","115,872","142,944","303,922","656,038","986,388","6,306,468"
Norton,Total,2015,"1,144,486","1,155,285","802,680","368,359","265,133","172,793","175,832","111,731","131,571","284,800","500,834","781,441","5,894,945"
Scituate,Total,2014,"1,144,571","867,172","872,319","526,541","247,193","158,057","127,313","131,990","151,911","278,237","645,207","836,003","5,986,513"
Bridgewater,Total,2013,"1,146,375","1,037,566","992,691","636,496","412,065","324,935","286,718","296,218","331,413","445,624","897,883","1,224,235","8,032,219"
Northampton,Residential,2018,"1,146,494","812,696","755,475","496,504","235,420","118,584","98,779","97,387","126,569","348,320","706,945","936,205","5,879,377"
Easton,Total,2013,"1,147,689","1,027,572","1,011,639","633,802","389,513","292,918","270,887","293,156","309,853","514,768","779,399","1,174,095","7,845,292"
Sudbury,Total,2016,"1,148,383","1,059,712","788,703","591,295","298,881","151,779","126,886","121,395","168,876","379,830","727,479","1,084,612","6,647,831"
Reading,Total,2015,"1,148,723","1,125,790","953,692","479,060","232,054","153,882","133,810","131,289","152,453","293,585","504,565","662,272","5,971,176"
Hanover,Total,2019,"1,149,607","832,707","750,108","386,575","259,379","124,172","91,486","96,385","133,033","285,417","593,591","818,235","5,520,693"
Braintree,Residential,2019,"1,150,544","1,023,628","903,359","500,683","299,325","144,683","113,770","111,656","149,831","365,301","698,825","945,958","6,407,564"
Dennis,Residential,2014,"1,151,331","1,058,701","976,482","557,150","317,293","202,046","198,186","192,618","183,231","311,662","575,097","906,192","6,629,988"
Ashland,Total,2014,"1,152,463","1,010,988","919,838","505,644","277,205","163,406","135,505","145,085","185,352","340,837","652,584","980,948","6,469,856"
Northampton,Residential,2015,"1,153,992","1,109,256","575,789","137,272","206,277","127,508","108,859","101,426","130,526","293,523","513,952","723,667","5,182,047"
Wilmington,Commercial & Industrial,2016,"1,154,692","1,089,472","925,472","730,238","518,615","371,044","338,358","388,036","371,085","565,339","802,577","1,146,636","8,401,563"
Sudbury,Total,2013,"1,156,352","1,041,137","872,902","525,355","250,340","144,263","116,915","123,833","161,626","393,777","815,003","1,155,716","6,757,219"
Amesbury,Total,2015,"1,156,363","1,131,237","913,174","465,012","187,213","145,529","116,525","113,643","130,969","305,169","455,059","593,825","5,713,716"
South Hadley,Total,2015,"1,156,441","1,139,967","684,443","340,795","232,420","136,677","117,736","115,546","141,114","341,116","534,927","1,040,136","5,981,317"
Dartmouth,Residential,2018,"1,156,532","820,456","860,463","583,427","234,418","152,505","124,652","117,735","143,451","331,131","646,612","933,259","6,104,640"
Gloucester,Total,2013,"1,158,875","1,104,256","1,018,088","610,592","371,178","234,845","206,535","217,153","254,129","433,421","883,837","1,356,335","7,849,244"
Somerset,Total,2014,"1,159,300","1,072,649","1,162,709","781,794","521,973","224,638","164,725","138,901","143,450","193,928","230,502","725,704","6,520,273"
Ashland,Total,2019,"1,159,960","1,066,082","899,878","496,127","278,329","182,637","138,511","137,701","162,893","374,723","719,688","975,678","6,592,206"
Fitchburg,Commercial & Industrial,2017,"1,160,270","577,936","1,049,987","389,842","398,502","299,583","192,622","192,638","192,634","269,420","484,627","876,991","6,085,052"
Wareham,Total,2017,"1,161,127","1,020,647","1,145,139","733,714","481,418","313,357","279,119","273,686","278,716","366,948","746,007","1,402,653","8,202,532"
Northampton,Commercial & Industrial,2015,"1,161,945","1,108,825","956,327","516,322","284,098","184,768","181,292","159,833","182,833","395,731","598,398","1,016,063","6,746,434"
Weymouth,Residential,2013,"1,162,377","1,050,571","992,240","517,987","294,285","176,694","145,784","145,439","169,129","371,836","814,532","1,332,847","7,173,721"
Salem,Residential,2013,"1,162,479","1,037,132","958,964","541,972","281,445","191,528","165,465","168,707","188,403","381,147","883,293","1,384,042","7,344,574"
Pembroke,Total,2017,"1,164,548","689,286","628,238","397,056","219,295","133,063","102,445","107,413","114,774","215,430","444,649","826,848","5,043,044"
Dennis,Residential,2019,"1,164,911","1,020,119","919,561","523,678","354,819","201,945","192,432","180,825","189,478","359,362","645,485","928,824","6,681,440"
Tewksbury,Residential,2016,"1,165,086","1,057,754","775,544","572,102","302,361","159,648","136,866","129,204","154,890","355,385","660,038","1,126,342","6,595,220"
North Adams,Total,2014,"1,166,171","1,084,660","1,002,872","536,705","243,836","126,876","111,078","129,099","182,786","360,345","671,925","958,439","6,574,792"
Winthrop,Total,2019,"1,166,276","1,015,580","862,217","498,031","302,185","166,056","127,885","124,550","143,786","285,197","739,667","924,539","6,355,969"
Hopkinton,Total,2014,"1,166,415","1,037,542","885,694","466,881","290,191","191,048","174,147","179,231","210,177","388,506","644,886","887,886","6,522,605"
Woburn,Residential,2018,"1,166,690","779,628","801,814","542,724","251,965","149,318","121,368","117,457","137,319","357,709","748,619","956,442","6,131,053"
Harwich,Total,2019,"1,167,112","1,026,511","939,033","550,072","385,646","228,493","210,892","204,512","215,090","378,316","668,557","967,753","6,941,987"
Easton,Total,2016,"1,167,495","955,807","825,125","573,875","312,981","186,534","163,458","158,570","194,026","545,447","1,217,041","1,942,689","8,243,048"
West Springfield,Commercial & Industrial,2013,"1,167,496","1,038,929","917,932","603,650","433,670","383,016","298,520","306,983","243,200","394,308","777,642","1,113,618","7,678,964"
Scituate,Total,2019,"1,167,679","996,004","928,932","475,591","353,273","166,467","123,843","123,823","153,428","326,594","751,606","1,008,185","6,575,425"
Leominster,Commercial & Industrial,2016,"1,168,359","1,065,949","778,301","576,718","350,368","251,033","236,046","245,716","271,242","443,253","684,692","1,093,047","7,164,723"
Plymouth,Commercial & Industrial,2016,"1,168,417","872,591","701,884","587,652","432,500","285,836","256,398","296,964","289,162","454,985","674,761","1,009,706","7,030,856"
Chelsea,Commercial & Industrial,2019,"1,168,434","979,632","1,005,036","657,547","529,113","357,041","313,623","327,556","344,744","561,026","816,171","984,265","8,044,187"
Beverly,Commercial & Industrial,2015,"1,168,859","1,124,927","1,019,165","569,192","303,261","197,380","164,634","190,781","195,361","355,707","548,703","679,368","6,517,339"
Needham,Residential,2017,"1,169,902","974,973","1,108,651","507,095","329,750","180,708","137,346","132,308","158,703","236,771","759,296","1,394,377","7,089,879"
Harwich,Total,2014,"1,170,149","1,053,023","985,129","592,438","328,315","223,445","234,498","232,185","210,092","333,621","610,381","935,791","6,909,067"
Somerset,Total,2018,"1,170,211","889,410","1,055,116","717,231","263,792","164,649","157,207","147,897","144,658","342,247","717,844","915,929","6,686,190"
Bourne,Total,2013,"1,170,363","1,056,641","977,563","607,943","354,948","221,301","188,572","189,873","213,499","399,617","800,065","1,255,897","7,436,280"
Winthrop,Total,2018,"1,170,781","812,449","894,625","577,364","284,942","156,308","130,529","123,843","145,108","368,348","765,943","980,266","6,410,505"
