ACO_ID,ACO_Name,ACO_State,Agree_Type,Agreement_Period_Num,Initial_Start_Date,Current_Start_Date,Current_Track_1,Current_Track_2,Current_Track_3,Current_Track_1_Plus,Current_BASIC_A,Current_BASIC_B,Current_BASIC_C,Current_BASIC_D,Current_BASIC_E,Current_ENHANCED,Risk_Model,Adv_Pay,AIM,SNF_Waiver,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,DisAdj,EarnSaveLoss,DisAffQual,Met_QPS,QualScore,RecvdMean,RegTrndUpdt,PosRegAdj,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,QualPerfShare,FinalShareRate,RevLossLimit,Rev_Exp_Cat,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,chf_adm,copd_adm,prov_Rate_1000,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,P_SNF_ADM,N_CAH,N_FQHC,N_RHC,N_ETA,N_Hosp,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,ACO1,ACO2,ACO3,ACO4,ACO5,ACO6,ACO7,ACO34,ACO45,ACO46,ACO8,ACO38,ACO43,ACO13,ACO14,ACO17,ACO18,ACO19,ACO20,ACO42,ACO40,ACO27,ACO28
A1161,"CHS Physician Partners ACO, LLC",NY,Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,1,0,0,0,0,One-Sided,0,0,0,31633,0.0274,0.0238,11735476,11735476,"",4620844,1,1,98.44,0,0,1,13953,14675,428526979,416791503,"","",0.4,0.39,0,"High Revenue",109726,11477,19124,12434,101304,12854,21179,12939,105829,13089,21627,13392,103883,11639,23355,12218,13571,1.077,0.943,1.151,1.211,1.075,0.969,1.152,1.179,1.077,0.956,1.134,1.141,1.041,0.936,1.141,1.141,218,2584,2100,24498,30712,209,2427,2136,25941,2625,13443,10377,5188,17868,13765,27804,1554,480,380,13,1402,3649,3451,9,147,57,197,1573,2310,5473,72,603,236,285,276,0,6,3,14,5,836,467,235,729,372,14155,5556,7305,1277,17,70,0,0,0,0,0,0,148,547,118,93,0,^,^,^,^,^,^,^,^,^,^,~,~,0.85,91.43,86.25,100,88.35,76.43,77.41,90.78,16.13,7.42,90.68
A1175,"Memorial Hermann Accountable Care Organization",TX,Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,1,0,0,0,0,One-Sided,0,0,0,43213,0.0596,0.0227,29560729,29560729,"",11491733,1,1,97.19,0,0,1,11703,12418,495805443,466244714,"","",0.4,0.39,0,"High Revenue",98036,10737,14959,9975,97257,11055,15463,10300,96593,11363,15731,10862,95806,10858,14515,9820,11005,1.019,1.107,0.927,1.042,1.046,1.034,0.905,1.035,1.017,1.049,0.919,1.039,1.037,1.045,0.94,1.023,396,2781,2575,33000,42367,422,2576,2390,36979,2888,22067,13010,5248,25466,17747,32362,4524,2670,1182,37,2438,3196,2498,126,600,47,377,525,2102,4083,153,757,276,261,225,4,27,4,14,3,751,501,183,627,248,10136,3878,5084,1138,36,36,0,0,0,0,6,10,541,482,223,95,1,^,^,^,^,^,^,^,^,^,^,~,~,0.82,91.32,76.36,69.23,76,76.24,75.56,83.71,21.43,12.45,64.73
A1196,"Methodist Alliance for Patients and Physicians",TX,Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,0,0,0,0,1,Two-Sided,0,0,0,12801,0.058,0.02,8213756,8213756,"",6006309,1,1,97.5,0,0,1,11283,11766,141713818,133500062,"","",0.75,0.73,0,"High Revenue",91877,10643,20232,10144,85221,10635,20247,9790,89859,10738,19466,10377,80331,10116,17546,9309,10629,1.024,1.035,1.03,0.987,1.032,1.025,1.03,0.971,1.007,1.025,1.032,0.967,0.953,0.959,1.017,0.964,137,1149,473,10442,12560,171,1024,441,10924,1177,6838,3518,1268,7396,5405,9550,2333,202,279,22,415,3128,2171,143,756,49,329,492,1911,3946,95,734,294,271,219,5,35,6,10,4,703,525,181,638,233,10098,4057,4736,1291,14,32,0,0,0,0,4,1,225,439,157,136,0,^,^,^,^,^,^,^,^,^,^,~,~,1,92.58,89.16,94.74,87.41,80.8,76.11,83.82,16.09,13.78,81.3
A1199,"WESTMED Medical Group","NY, CT",Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,0,0,0,0,1,Two-Sided,0,0,0,14673,0.0488,0.02,7707514,7707514,"",5599991,1,1,96.88,0,0,1,10989,12392,157788681,150081166,"","",0.75,0.73,0,"Low Revenue",90961,12266,17453,10422,102808,12557,17267,10852,98787,12683,17568,11004,88023,10589,16101,9369,10452,1.051,1.072,0.99,1.079,0.969,1.056,1.004,1.044,0.984,0.975,0.987,1.021,0.977,0.86,0.967,0.965,106,975,964,11931,14359,103,932,943,12381,1006,6543,4709,2415,8655,6018,11875,1392,177,404,4,821,3201,2812,98,283,60,185,926,1791,4057,90,436,168,246,228,4,12,3,8,2,789,426,187,542,236,10125,3341,5912,859,13,51,0,0,0,0,0,0,109,246,63,32,0,^,^,^,^,^,^,^,^,^,^,~,~,0.78,70.52,78.79,63.16,65.69,81.95,83.8,87.28,12.9,10.59,81.56
A1204,"BJC HealthCare ACO, LLC","MO, IL",Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,0,0,0,0,1,Two-Sided,0,0,1,36787,0.0342,0.01,12674451,12674451,"",9387016,1,1,98.75,0,0,1,10326,10613,371102771,358428320,"","",0.75,0.74,0,"High Revenue",86204,10121,16051,8721,86585,10067,15918,8943,90996,10660,16676,9412,84067,10389,17117,9098,9973,1.055,1.091,1.123,1.069,1.049,1.084,1.179,1.096,1.075,1.109,1.157,1.1,1.067,1.117,1.248,1.101,223,3276,1093,27901,35940,243,3128,1151,31418,3371,16491,11985,4940,21518,15269,32724,2886,166,58,18,935,2910,2555,52,301,35,300,620,2471,3125,105,402,320,286,266,1,15,4,16,5,741,607,204,709,195,8081,2483,3649,1531,418,53,4,0,6,0,13,15,402,982,228,80,1,^,^,^,^,^,^,^,^,^,^,~,~,0.88,97.21,87.55,94.44,89.55,80.08,86.22,84.51,1.67,10,78.31
A1215,"Mercy Health Select, LLC","OH, KY, MI",Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,0,0,0,0,1,Two-Sided,0,0,0,67576,0.0539,0.005,38140550,38140550,"",28471325,1,1,99.53,0,0,1,10749,11562,707992042,669851492,"","",0.75,0.75,0,"High Revenue",79718,9664,16597,9386,77574,10091,17682,9929,81628,10195,18197,10400,81339,8965,18096,9364,10170,1.027,1.066,1.117,1.084,1.027,1.073,1.113,1.092,1.026,1.057,1.096,1.108,1.022,1.03,1.093,1.087,574,7350,2532,53301,65867,489,6176,2330,56872,6649,32110,19804,9013,38104,29472,60854,4092,215,185,16,2214,2998,2573,123,289,53,352,822,2394,2919,133,476,286,302,277,4,15,6,18,6,775,628,209,734,169,8842,3201,3594,1972,74,71,9,0,8,0,21,35,813,1621,783,224,30,^,^,^,^,^,^,^,^,^,^,~,~,1.06,83.53,75.74,80.33,80.63,72.76,80.58,79.56,0,12.1,85.08
A1216,"Southern Kentucky Health Care Alliance","KY, VA",Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,1,0,0,0,0,One-Sided,0,0,0,18584,0.0824,0.0256,15136952,15136952,"",5907195,1,1,97.56,0,0,1,10195,10789,183791597,168654645,"","",0.4,0.39,0,"Low Revenue",71808,8717,14471,8719,76258,8813,15749,9393,79567,9438,15511,9920,78170,7847,16018,8539,9355,1.017,0.961,1.003,1.012,1.005,0.946,0.972,1.021,1.04,0.984,1,1.045,0.973,0.975,0.959,1.051,98,3095,1723,14478,18028,94,2233,1301,14400,2823,8500,5277,1984,10525,8059,17221,839,138,80,4,302,2570,2170,65,303,44,153,798,1855,3226,139,517,344,267,241,4,18,5,14,4,831,560,159,616,210,10743,4607,3782,1887,467,51,0,0,1,0,0,0,91,72,127,18,1,^,^,^,^,^,^,^,^,^,^,~,~,1.29,95.18,81.99,86.42,73.83,77.25,80.2,86.2,7.62,11.32,73.56
A1220,"ProHEALTH Accountable Care Medical Group, PLLC","NY, FL",Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,1,0,0,0,0,One-Sided,0,0,0,30400,0.0015,0.024,498559,0,"",0,1,1,96.87,1,0,1,11349,12458,339107425,338608866,"","",0.4,0.39,0,"Low Revenue",104864,10293,21435,11388,105513,11691,21698,11360,111338,12250,22900,11561,117639,11891,21423,10611,11332,1.035,0.918,1.127,1.06,1.034,0.928,1.194,1.055,1.038,0.898,1.127,1.013,1.047,0.932,1.147,0.969,128,1528,880,28769,29880,112,1295,733,27740,1379,14601,9841,4579,17577,12823,26747,1273,381,135,7,1857,2989,2807,19,128,45,132,819,1818,5226,47,431,215,221,213,1,5,2,10,2,796,350,170,638,374,12153,3866,7518,759,10,39,0,0,0,0,0,0,242,429,101,158,0,^,^,^,^,^,^,^,^,^,^,~,~,0.75,72.51,77.65,80,58.91,83.39,65.41,87.04,11.11,11.64,80
A1225,"Cumberland Center for Healthcare Innovation",TN,Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,0,0,0,1,0,Two-Sided,1,0,0,13575,0.1178,0,16455573,16455573,"",8073516,1,1,98.13,0,0,0,10576,10875,139746474,123290901,0,0,0.5,0.49,1,"Low Revenue",85752,10125,17781,8882,76651,9709,17909,9214,80518,10090,18294,9601,82819,9760,16414,8215,9331,1.027,1.004,1.062,0.99,0.996,1.007,1.071,0.997,1.009,1.018,1.077,1.02,1.02,1.016,1.057,1.025,81,1912,1216,12065,13213,75,1353,861,10924,1730,6447,4002,1396,7576,5999,13033,315,24,12,7,184,2484,2127,51,236,94,168,679,1736,3276,191,712,356,263,239,1,13,9,11,4,801,567,171,691,205,11673,5738,3101,2761,73,53,0,0,1,0,0,0,59,1,87,29,0,^,^,^,^,^,^,^,^,^,^,~,~,1.03,85.75,86.98,87.5,87.17,78.63,74.31,91.83,17.5,11.11,78.38
A1241,"AnewCare Collaborative, LLC","VA, TN",Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,1,0,0,0,0,One-Sided,0,0,0,19268,0.0103,0.0253,1844324,0,"",0,1,1,96.88,0,0,1,9587,10008,179864877,178020553,"","",0.4,0.39,0,"Low Revenue",80327,8234,15494,8828,77808,8023,14995,9071,75150,8464,14691,8990,73880,7787,16081,8799,9488,1.082,0.967,1.059,1.082,1.075,0.99,1.091,1.09,1.038,1.001,1.064,1.101,0.993,0.944,1.079,1.087,133,3980,1542,16053,18762,122,2733,1069,14838,2922,8702,5487,2157,10911,8357,18740,208,41,11,4,264,2625,2190,48,374,41,263,599,2380,2715,169,591,402,300,273,1,22,4,16,5,752,642,204,733,198,9270,3240,2992,2942,95,45,0,0,0,0,0,0,462,730,523,118,3,^,^,^,^,^,^,^,^,^,^,~,~,1.16,94.62,78.07,60.53,39.92,67.16,72.09,84.72,20.45,12.06,66.67
A1242,"Baptist Integrated Physician Partners","TX, MA, FL",Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,0,0,0,1,0,Two-Sided,0,0,0,31961,0.0591,0.01,20344028,20344028,"",9933608,1,1,97.66,0,0,1,10983,11611,344104967,323760938,"","",0.5,0.49,1,"Low Revenue",79940,10464,17410,9842,77556,10299,15835,9783,82415,10777,17476,9953,74225,10583,15977,9069,10334,1.012,1.006,0.993,1.042,1.004,0.987,0.982,1.025,0.973,1.013,1.023,1.024,0.996,1.034,1.042,1.038,387,2817,1923,24708,31331,371,2337,1728,26895,2612,15129,10058,4162,18453,13508,27734,1492,250,1485,24,976,2708,2137,98,466,33,415,477,1599,4237,98,788,273,263,230,4,25,4,11,3,759,515,183,588,239,10497,3879,5364,1230,25,41,0,0,0,0,0,0,333,522,243,155,5,^,^,^,^,^,^,^,^,^,^,~,~,0.84,83.4,75.68,70.59,78.55,81.88,81.45,84.56,9.89,11.81,71.79
A1247,"RWJBH Accountable Care, LLC",NJ,Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,1,0,0,0,0,One-Sided,0,0,0,34089,0.0436,0.0236,16194093,16194093,"",6274717,1,1,96.87,1,0,1,11206,12431,371700516,355506422,"","",0.4,0.39,0,"Low Revenue",101086,11969,15098,10763,105533,12922,16918,10975,103023,13826,17329,11223,93574,12095,14521,9869,10718,1.042,1.052,0.97,1.068,1.028,1.053,1.007,1.041,1.032,1.03,1.007,1.028,1.014,0.964,0.981,1.006,218,3121,1473,26914,33169,179,2924,1436,28631,3858,15260,10212,4759,19608,14481,27569,3372,867,586,9,1686,3080,2640,48,318,113,225,720,2043,4117,91,417,248,253,231,1,13,8,15,5,796,491,201,570,240,10664,3778,6016,842,28,50,0,2,0,0,0,0,471,767,355,100,2,^,^,^,^,^,^,^,^,^,^,~,~,0.89,83.27,82.06,100,74.55,71.18,71.7,86.91,14.81,13.15,75.67
A1251,"Coastal Medical, Inc.","RI, MA",Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,0,0,0,1,0,Two-Sided,1,0,0,10015,0.0439,0,4256914,4256914,"",2085223,1,1,97.97,0,0,1,9866,10739,97070652,92813738,0,0,0.5,0.49,1,"Low Revenue",103464,9359,16402,9653,100299,9935,15745,10237,91854,9576,14881,10207,93633,10034,15891,8923,9433,1.051,0.953,1.027,1.081,1.102,0.949,1.066,1.05,1.017,0.949,1.038,1.037,1.074,0.961,1.008,1.025,40,539,190,8827,9839,35,510,210,9084,541,4765,3271,1438,6018,3997,9276,196,28,39,10,466,2317,2139,15,99,81,364,643,1996,2898,138,685,243,221,211,0,5,5,10,4,776,431,178,733,214,10209,3552,4320,2323,14,54,0,0,0,0,0,0,87,9,36,22,0,^,^,^,^,^,^,^,^,^,^,~,~,0.81,88.36,90.53,95.83,89.31,93.61,88.73,84.42,36.56,10.32,80.17
A1252,"The Polyclinic",WA,Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,0,0,0,1,0,Two-Sided,0,0,1,8476,0.1281,0.02,10006174,10006174,"",4987453,1,1,99.69,0,0,1,9359,9383,78096069,68089895,"","",0.5,0.5,1,"Low Revenue",115135,9639,14388,9034,95390,9620,12186,8380,86678,9352,8564,8523,83998,8609,12742,7797,8160,0.951,0.956,0.856,0.918,0.945,0.994,0.817,0.944,0.932,0.976,0.757,0.94,1.034,0.889,0.877,0.981,24,247,94,7533,8344,32,225,88,8000,244,4425,2793,1014,4561,3915,7276,309,226,20,12,633,1997,1916,5,47,28,224,466,1731,3293,53,323,211,147,143,0,2,2,7,1,793,348,102,517,217,8323,2678,4529,1082,35,27,0,0,0,0,0,0,146,324,44,25,0,^,^,^,^,^,^,^,^,^,^,~,~,0.64,94.15,88.72,100,80.62,90.19,90.21,88.28,1.45,8.65,88.93
A1262,"University Hospitals Coordinated Care Organization",OH,Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,1,0,0,0,0,One-Sided,0,0,0,47084,0.055,0.0223,22165801,22165801,"",8866320,1,1,100,0,0,1,8769,9794,402871100,380705299,"","",0.4,0.4,0,"Low Revenue",75284,9153,16381,8390,73833,9052,16774,8660,78009,9253,16872,8809,72774,7771,14127,7848,8286,1.005,1.02,1.14,1.009,1.027,0.967,1.086,0.984,1.003,0.977,1.08,0.974,0.993,0.91,1.042,0.944,260,4194,2119,45652,45943,182,2860,1354,41547,4385,23847,13447,5405,27198,19886,41608,3177,245,68,8,1978,2445,2099,43,290,34,184,528,2264,2476,98,296,212,251,231,1,14,4,14,5,788,527,168,689,193,8613,3695,3774,1138,6,44,0,0,0,0,0,0,360,511,172,88,4,^,^,^,^,^,^,^,^,^,^,~,~,1.15,94.05,60.86,83.72,66.18,73.61,80.77,81.1,6.9,10.45,72.65
A1290,"MaineHealth Accountable Care Organization","ME, NH",Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,1,0,0,0,0,One-Sided,0,0,0,47480,0.0224,0.0223,10913640,10913640,"",4229036,1,1,96.88,0,0,1,10559,10641,488186467,477272827,"","",0.4,0.39,0,"High Revenue",77652,9867,13470,8926,77470,10166,13871,9219,82957,10263,14129,9699,73086,10254,14634,9291,10323,1.006,0.906,0.905,0.95,1.026,0.907,0.89,0.956,1.012,0.909,0.904,0.956,1.003,0.933,0.929,0.994,271,9715,6283,41700,46233,259,6803,4615,34557,8051,18748,14126,6555,26346,21134,45313,216,218,62,33,1638,2779,2414,3,275,95,346,521,3223,2843,127,521,265,230,210,0,13,7,13,3,783,687,146,662,204,8240,2528,3248,1740,724,39,7,14,11,0,11,12,1157,2444,875,579,3,^,^,^,^,^,^,^,^,^,^,~,~,0.77,91.53,79.63,92.31,74.86,83.06,82.75,89.96,20.48,11.85,72.16
A1297,"POM ACO",MI,Renewal,3,1/1/2013,7/1/2019,0,0,0,0,0,0,0,0,1,0,Two-Sided,0,0,1,41756,0.0145,0.02,6289631,0,"",0,1,1,96.87,1,0,0,10705,11328,434057853,427768222,"","",0.5,0.48,1,"High Revenue",80015,10569,13663,9600,80238,10996,14528,9708,85568,11936,14030,10187,77701,11654,12966,9387,10550,1.019,1.034,0.896,1.032,1.024,1.091,0.968,1.065,1.041,1.099,0.967,1.057,1.04,1.128,0.947,1.059,370,7540,2636,33034,40547,365,6267,2239,31675,7881,18916,10871,4088,23662,18094,36865,2261,673,116,72,1769,3122,2881,29,152,78,180,434,3750,2255,98,412,449,271,256,1,7,7,15,4,786,629,199,807,236,8051,2729,3215,1314,792,40,0,7,12,0,4,7,823,2156,569,520,0,^,^,^,^,^,^,^,^,^,^,~,~,0.82,83.67,80.86,74.07,58.11,77.65,73.6,85.26,6.96,16.06,72.35
A1392,"Asian American Accountable Care Organization, LLC",NY,Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,0,0,0,1,0,Two-Sided,0,0,0,8573,0.1953,0,18228361,18228361,"",8828667,1,1,96.87,1,0,1,11210,11320,93319705,75091344,"","",0.5,0.48,1,"Low Revenue",84369,10439,9444,7518,79724,8906,9855,8054,83504,9790,10690,7873,78631,8926,8858,7066,9021,0.979,0.919,0.803,0.935,0.978,0.893,0.832,0.928,0.964,0.899,0.842,0.903,1.013,0.879,0.837,0.861,108,566,5035,3179,8324,105,516,4357,3346,571,3176,2945,1881,5290,3283,1221,471,4911,106,5,1859,2678,2425,42,132,104,218,1124,1387,3430,61,279,144,190,179,2,4,4,8,2,796,287,158,473,205,11765,6336,4503,519,407,42,0,4,0,0,0,0,136,197,36,24,0,^,^,^,^,^,^,^,^,^,^,~,~,0.58,78.57,89.69,58.33,81,74.23,65.19,87.11,20.83,12.61,83.36
A1401,"TP-ACO L.L.C.","TN, LA, FL, TX, AR, NC",Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,0,0,0,0,1,Two-Sided,0,0,0,11631,0.1033,0,10898034,10898034,"",8025380,1,1,98.19,0,0,1,9315,9710,105522087,94624054,"","",0.75,0.74,0,"Low Revenue",79484,10130,13755,7966,71343,9481,13803,8112,69092,10041,13992,7979,74141,7942,12951,7536,8353,0.982,1.066,1.022,0.97,0.956,0.98,1.022,0.967,0.966,0.983,1.021,0.944,0.954,0.94,0.928,0.952,104,1684,754,9848,11328,83,1244,599,9403,1649,5743,3178,1061,6440,5191,9115,1979,152,55,4,326,2288,1951,71,246,51,173,305,1577,3314,100,539,251,233,211,2,13,7,14,3,762,478,162,589,199,10374,5180,3810,1363,21,26,0,0,0,0,0,2,96,31,99,31,0,^,^,^,^,^,^,^,^,^,^,~,~,1.09,93.98,77.88,95.45,89.74,75.81,81.68,86.42,9.52,11.24,81.75
A1403,"AHN Accountable Care Organization, LLC",IN,Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,0,0,0,1,0,Two-Sided,0,0,0,22567,0.05,0.01,11271607,11271607,"",5600580,1,1,99.38,0,0,1,10246,10473,225538848,214267241,"","",0.5,0.5,1,"Low Revenue",84287,8503,18703,8785,78685,8852,18807,8899,95535,9452,18956,9157,81533,9515,23010,8775,9733,1.052,1.095,1.188,1.072,1.018,1.026,1.139,1.066,1.059,1.049,1.175,1.08,1.078,1.154,1.302,1.174,96,2139,1358,20946,22013,75,1466,1022,19450,1567,10678,7359,2963,13030,9537,21353,588,57,24,11,534,2732,2391,44,260,66,453,940,2179,2828,80,411,367,253,233,1,13,6,12,4,782,510,169,719,182,8404,3051,3375,1926,52,64,0,0,0,0,0,0,107,97,85,23,0,^,^,^,^,^,^,^,^,^,^,~,~,0.88,95.87,92.27,83.93,91.61,81.31,82.2,89.42,1,9.29,84.06
A1459,"Alegent Health Partners, LLC","NE, IA",Renewal,3,1/1/2013,7/1/2019,0,0,0,0,0,0,0,0,0,1,Two-Sided,0,0,1,18658,0.0746,0.01,13442915,13442915,"",9798624,1,1,97.19,0,0,1,9882,10212,180291164,166848249,"","",0.75,0.73,0,"High Revenue",88184,9000,15347,8777,79207,9139,16981,8758,81582,8946,17424,9077,81479,7863,16796,8427,9145,1.019,0.994,1.031,0.963,1.064,1.003,1.068,0.975,1.037,0.972,1.099,0.967,1.056,0.973,1.121,1.002,146,2720,829,15296,18245,120,2051,660,15414,2180,9007,5349,2122,10603,8055,16884,961,109,120,30,554,2612,2336,159,124,37,317,720,2148,2749,82,437,254,248,235,4,5,4,15,3,743,574,166,638,188,7165,2696,2972,1405,92,52,2,0,1,0,6,4,172,629,294,116,0,^,^,^,^,^,^,^,^,^,^,~,~,0.69,90.15,76.45,84.62,80,77.82,72.98,80.83,2.13,9.19,81.05
A1484,"Meridian Accountable Care Organization, LLC",NJ,Renewal,3,1/1/2013,7/1/2019,0,0,0,0,0,1,0,0,0,0,One-Sided,0,0,0,31963,-0.0118,0.0238,-4484882,0,"",0,1,1,96.87,1,0,0,12264,13118,379642095,384126977,"","",0.4,0.39,0,"Low Revenue",91858,12372,20844,11504,96193,12610,20039,11937,106895,13704,21015,12114,92880,12367,21706,11590,12409,1.065,1.009,1.211,1.088,1.076,0.982,1.159,1.07,1.061,0.986,1.172,1.058,1.008,0.974,1.124,1.05,180,2892,1319,29654,30955,138,2547,1204,27066,3500,14809,9385,4269,18560,13403,29136,1196,294,199,6,1132,3591,3049,34,507,51,346,1129,2405,4661,71,361,234,276,253,1,19,4,14,4,796,510,213,634,290,11387,3899,6132,1351,4,69,0,0,0,0,0,0,231,540,197,109,1,^,^,^,^,^,^,^,^,^,^,~,~,0.78,73.13,73.7,75.86,58.99,70.56,60.63,90.03,12.5,18.36,74.85
A1488,"Northwest Ohio ACO, LLC","OH, MI",Renewal,3,1/1/2013,7/1/2019,0,0,0,0,0,0,0,0,0,1,Two-Sided,0,0,1,12087,0.0226,0.02,2625651,2625651,"",1920007,1,1,97.5,0,0,1,9926,10284,116399944,113774293,"","",0.75,0.73,0,"High Revenue",72542,9078,15571,9180,79006,9393,16780,9092,86640,9199,18658,9315,88011,8584,20304,8924,9702,1.009,1.035,1.091,1.067,1.056,0.983,1.086,1.044,1.013,0.94,1.019,1.029,0.99,1.023,1.063,1.042,88,983,333,10403,11727,71,801,331,10524,1221,6315,3313,1238,6758,5329,10545,819,37,46,4,636,2598,2297,97,211,22,269,718,2219,3374,73,460,251,262,247,2,10,3,16,6,823,543,199,727,211,10433,4445,3980,2005,4,56,0,0,0,0,0,0,73,187,121,30,2,^,^,^,^,^,^,^,^,^,^,~,~,0.9,90.19,74.12,95.65,79.58,81.26,76.4,88.85,4.62,12.83,69.54
A1490,"Lahey Clinical Performance ACO","MA, NH",Renewal,3,1/1/2013,7/1/2019,0,0,0,0,0,1,0,0,0,0,One-Sided,0,0,0,44182,0.039,0.0226,18842238,18842238,"",7300792,1,1,96.87,1,0,0,11191,11908,482592726,463750487,"","",0.4,0.39,0,"High Revenue",103366,12077,16138,10799,98579,12580,15629,10628,95372,12335,15858,10946,86246,12037,14901,10005,10754,1.062,1.008,0.991,1.013,1.05,1.009,1.006,1.007,1.031,0.992,1.02,1.009,1.074,1.023,0.989,1.003,159,4456,2101,37411,43122,163,4014,2393,36552,5159,19566,13651,5806,24350,19832,41317,435,373,281,11,1765,3330,2868,26,347,120,219,561,3328,2584,127,728,220,286,262,1,15,8,15,5,745,570,213,757,225,9659,3307,4431,1918,3,48,0,0,0,0,3,1,358,1064,421,214,9,^,^,^,^,^,^,^,^,^,^,~,~,1.2,88.83,73.38,90.91,50.59,78.86,83.68,85.28,13.13,11.87,65.49
A1494,"Indiana Lakes ACO","IN, MI",Renewal,3,1/1/2013,7/1/2019,0,0,0,0,0,0,0,0,0,1,Two-Sided,0,0,1,6565,0.0113,0,636178,636178,"",462187,1,1,96.87,1,0,1,8806,9120,56188066,55551888,"","",0.75,0.73,0,"High Revenue",72202,9286,12647,7432,60226,8816,11934,7949,75833,8180,13438,8019,74389,8351,15575,7764,8706,0.98,1.066,1,0.944,0.985,1.027,0.924,0.953,1.054,1.013,0.882,0.965,0.979,0.888,0.903,0.942,27,678,533,5663,6381,36,451,428,5466,486,2937,2002,1140,3788,2777,6297,37,11,78,2,140,1970,1794,49,70,82,416,1043,2547,2443,80,175,244,185,174,1,3,6,10,3,802,479,130,580,141,8674,4098,2608,1872,97,69,0,2,0,0,1,2,54,156,91,13,0,^,^,^,^,^,^,^,^,^,^,~,~,1,88.31,76.66,91.43,75.51,73.79,73.62,85.58,7.5,12.63,78.39
