Month End,Year Week,Current (Arrival) Region,Current (Arrival) District,Previous (Departure) Region,Previous (Departure) District,Reason,Current (Arrival) Priority Need,Number of Individuals
31/12/2016,201649,Banadir,Banadir,Banadir,Banadir,Drought related,Food,37
29/02/2016,201607,Banadir,Banadir,Banadir,Banadir,Drought related,Food,8
31/07/2016,201626,Banadir,Banadir,Banadir,Banadir,Drought related,Food,6
31/07/2016,201630,Banadir,Banadir,Banadir,Banadir,Drought related,Food,44
30/06/2016,201622,Banadir,Banadir,Banadir,Banadir,Drought related,Food,8
30/11/2016,201646,Banadir,Banadir,Banadir,Banadir,Drought related,Food,5
30/11/2016,201647,Banadir,Banadir,Banadir,Banadir,Drought related,Food,10
31/10/2016,201639,Banadir,Banadir,Banadir,Banadir,Drought related,Food,12
31/10/2016,201640,Banadir,Banadir,Banadir,Banadir,Drought related,Food,6
31/10/2016,201641,Banadir,Banadir,Banadir,Banadir,Drought related,Food,32
31/10/2016,201643,Banadir,Banadir,Banadir,Banadir,Drought related,Food,20
30/09/2016,201637,Banadir,Banadir,Banadir,Banadir,Drought related,Food,19
30/09/2016,201638,Banadir,Banadir,Banadir,Banadir,Drought related,Food,8
29/02/2016,201607,Banadir,Banadir,Banadir,Banadir,Drought related,Livelihood Support,6
29/02/2016,201608,Banadir,Banadir,Banadir,Banadir,Drought related,Livelihood Support,7
31/08/2016,201635,Banadir,Banadir,Banadir,Banadir,Drought related,Other,9
31/07/2016,201628,Banadir,Banadir,Banadir,Banadir,Drought related,Other,5
31/07/2016,201630,Banadir,Banadir,Banadir,Banadir,Drought related,Other,8
29/02/2016,201607,Banadir,Banadir,Banadir,Banadir,Drought related,Shelter,6
31/05/2016,201622,Banadir,Banadir,Banadir,Banadir,Drought related,Shelter,5
31/12/2016,201649,Banadir,Banadir,Banadir,Banadir,Drought related,Water,8
30/11/2016,201647,Banadir,Banadir,Banadir,Banadir,Drought related,Water,4
31/10/2016,201639,Banadir,Banadir,Banadir,Banadir,Drought related,Water,8
30/09/2016,201638,Banadir,Banadir,Banadir,Banadir,Drought related,Water,6
30/04/2016,201614,Banadir,Banadir,Banadir,Banadir,Other,Food,570
30/04/2016,201616,Banadir,Banadir,Banadir,Banadir,Other,Food,6
30/04/2016,201617,Banadir,Banadir,Banadir,Banadir,Other,Food,7
29/02/2016,201605,Banadir,Banadir,Banadir,Banadir,Other,Food,6
29/02/2016,201607,Banadir,Banadir,Banadir,Banadir,Other,Food,282
31/01/2016,201602,Banadir,Banadir,Banadir,Banadir,Other,Food,11
31/01/2016,201603,Banadir,Banadir,Banadir,Banadir,Other,Food,1020
31/01/2016,201604,Banadir,Banadir,Banadir,Banadir,Other,Food,144
30/06/2016,201623,Banadir,Banadir,Banadir,Banadir,Other,Food,6
30/04/2016,201617,Banadir,Banadir,Banadir,Banadir,Other,Health,7
31/01/2016,201604,Banadir,Banadir,Banadir,Banadir,Other,Livelihood Support,5
30/04/2016,201616,Banadir,Banadir,Banadir,Banadir,Other,Shelter,12
30/04/2016,201616,Banadir,Banadir,Banadir,Banadir,Other,Transport,6
30/04/2016,201616,Banadir,Banadir,Banadir,Banadir,Other,Water,24
30/04/2016,201617,Banadir,Banadir,Banadir,Banadir,Other,Water,26
31/01/2016,201602,Banadir,Banadir,Banadir,Banadir,Other,Water,23
31/05/2016,201618,Banadir,Banadir,Banadir,Banadir,Other,Water,7
31/07/2016,201630,Banadir,Banadir,Bay,Baidoa,Conflict/Insecurity,Food,108
30/06/2016,201623,Banadir,Banadir,Bay,Baidoa,Conflict/Insecurity,Food,45
31/03/2016,201609,Banadir,Banadir,Bay,Baidoa,Conflict/Insecurity,Shelter,10
31/03/2016,201609,Banadir,Banadir,Bay,Baidoa,Conflict/Insecurity,Water,11
31/12/2016,201648,Banadir,Banadir,Bay,Baidoa,Drought related,Food,240
31/12/2016,201650,Banadir,Banadir,Bay,Baidoa,Drought related,Food,8
31/07/2016,201628,Banadir,Banadir,Bay,Baidoa,Drought related,Food,60
30/06/2016,201622,Banadir,Banadir,Bay,Baidoa,Drought related,Food,7
31/05/2016,201621,Banadir,Banadir,Bay,Baidoa,Drought related,Food,11
31/05/2016,201622,Banadir,Banadir,Bay,Baidoa,Drought related,Food,45
31/10/2016,201641,Banadir,Banadir,Bay,Baidoa,Drought related,Food,82
30/06/2016,201622,Banadir,Banadir,Bay,Baidoa,Drought related,Livelihood Support,5
30/04/2016,201616,Banadir,Banadir,Bay,Baidoa,Drought related,Other,3
31/10/2016,201641,Banadir,Banadir,Bay,Baidoa,Drought related,Other,120
31/12/2016,201648,Banadir,Banadir,Bay,Baidoa,Drought related,Shelter,13
30/06/2016,201622,Banadir,Banadir,Bay,Baidoa,Drought related,Shelter,63
31/10/2016,201642,Banadir,Banadir,Bay,Baidoa,Drought related,Shelter,49
31/12/2016,201650,Banadir,Banadir,Bay,Baidoa,Other,Food,8
30/06/2016,201623,Banadir,Banadir,Bay,Baidoa,Other,Food,7
30/06/2016,201625,Banadir,Banadir,Bay,Baidoa,Other,Food,5
30/06/2016,201625,Banadir,Banadir,Bay,Baidoa,Other,Water,4
30/04/2016,201615,Banadir,Banadir,Bay,Buur Hakaba,Conflict/Insecurity,Food,120
31/07/2016,201629,Banadir,Banadir,Bay,Buur Hakaba,Conflict/Insecurity,Food,163
30/06/2016,201622,Banadir,Banadir,Bay,Buur Hakaba,Other,Food,8
30/06/2016,201622,Banadir,Banadir,Bay,Buur Hakaba,Other,Transport,5
30/06/2016,201622,Banadir,Banadir,Bay,Buur Hakaba,Other,Water,10
30/09/2016,201636,Banadir,Banadir,Bay,Diinsoor,Conflict/Insecurity,Food,39
30/09/2016,201636,Banadir,Banadir,Bay,Diinsoor,Conflict/Insecurity,Other,29
30/09/2016,201635,Banadir,Banadir,Bay,Diinsoor,Conflict/Insecurity,Shelter,7
30/09/2016,201636,Banadir,Banadir,Bay,Diinsoor,Conflict/Insecurity,Shelter,13
31/08/2016,201631,Banadir,Banadir,Galgaduud,Cabudwaaq,Other,Water,12
30/09/2016,201635,Banadir,Banadir,Galgaduud,Ceel Buur,Conflict/Insecurity,Food,25
31/12/2016,201651,Banadir,Banadir,Galgaduud,Ceel Buur,Drought related,Food,20
30/09/2016,201639,Banadir,Banadir,Galgaduud,Ceel Buur,Drought related,Food,9
31/08/2016,201633,Banadir,Banadir,Galgaduud,Ceel Dheer,Drought related,Food,9
31/08/2016,201633,Banadir,Banadir,Galgaduud,Ceel Dheer,Drought related,Other,2
31/08/2016,201633,Banadir,Banadir,Galgaduud,Ceel Dheer,Drought related,Shelter,26
31/12/2016,201651,Banadir,Banadir,Galgaduud,Dhuusamarreeb,Drought related,Food,22
31/12/2016,201651,Banadir,Banadir,Galgaduud,Dhuusamarreeb,Drought related,Water,12
31/08/2016,201632,Banadir,Banadir,Galgaduud,Dhuusamarreeb,Other,Food,7
31/05/2016,201617,Banadir,Banadir,Gedo,Belet Xaawo,Conflict/Insecurity,Water,22
31/07/2016,201629,Banadir,Banadir,Gedo,Ceel Waaq,Conflict/Insecurity,Food,22
31/07/2016,201629,Banadir,Banadir,Gedo,Ceel Waaq,Conflict/Insecurity,Livelihood Support,6
31/07/2016,201628,Banadir,Banadir,Gedo,Ceel Waaq,Conflict/Insecurity,Shelter,5
31/07/2016,201629,Banadir,Banadir,Gedo,Ceel Waaq,Conflict/Insecurity,Shelter,43
31/01/2016,201600,Banadir,Banadir,Hiraan,Belet Weyne,Conflict/Insecurity,Water,8
31/08/2016,201634,Banadir,Banadir,Hiraan,Belet Weyne,Drought related,Food,11
31/08/2016,201634,Banadir,Banadir,Hiraan,Belet Weyne,Drought related,Water,9
30/04/2016,201614,Banadir,Banadir,Hiraan,Bulo Burto,Conflict/Insecurity,Food,8
30/09/2016,201638,Banadir,Banadir,Hiraan,Bulo Burto,Conflict/Insecurity,Food,17
30/04/2016,201614,Banadir,Banadir,Hiraan,Bulo Burto,Conflict/Insecurity,Other,17
30/09/2016,201638,Banadir,Banadir,Hiraan,Bulo Burto,Conflict/Insecurity,Shelter,5
31/08/2016,201631,Banadir,Banadir,Hiraan,Jalalaqsi,Conflict/Insecurity,Food,15
31/05/2016,201620,Banadir,Banadir,Hiraan,Jalalaqsi,Conflict/Insecurity,Food,27
30/11/2016,201646,Banadir,Banadir,Hiraan,Jalalaqsi,Conflict/Insecurity,Other,18
31/08/2016,201631,Banadir,Banadir,Hiraan,Jalalaqsi,Conflict/Insecurity,Water,8
31/08/2016,201632,Banadir,Banadir,Hiraan,Jalalaqsi,Drought related,Food,12
30/06/2016,201625,Banadir,Banadir,Hiraan,Jalalaqsi,Drought related,Food,11
31/05/2016,201618,Banadir,Banadir,Hiraan,Jalalaqsi,Drought related,Food,9
31/08/2016,201632,Banadir,Banadir,Hiraan,Jalalaqsi,Drought related,Shelter,30
31/05/2016,201618,Banadir,Banadir,Hiraan,Jalalaqsi,Other,Food,11
30/04/2016,201615,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Food,16
31/08/2016,201631,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Food,6
31/08/2016,201632,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Food,44
31/08/2016,201634,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Food,14
31/12/2016,201648,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Food,6
31/12/2016,201649,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Food,13
31/12/2016,201650,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Food,12
31/12/2016,201652,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Food,26
29/02/2016,201607,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Food,107
31/07/2016,201629,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Food,55
30/06/2016,201624,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Food,6
30/06/2016,201625,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Food,108
31/03/2016,201610,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Food,113
31/03/2016,201611,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Food,19
31/05/2016,201619,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Food,125
31/05/2016,201620,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Food,21
30/11/2016,201644,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Food,106
31/10/2016,201639,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Food,53
31/10/2016,201640,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Food,59
31/10/2016,201642,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Food,213
31/10/2016,201643,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Food,22
30/09/2016,201636,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Food,57
30/09/2016,201639,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Food,17
31/03/2016,201611,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Health,8
30/11/2016,201644,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Health,7
31/10/2016,201642,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Health,7
31/10/2016,201643,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Humanitarian Aid,3
31/05/2016,201619,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Livelihood Support,10
31/10/2016,201643,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Livelihood Support,950
31/12/2016,201650,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Other,6
31/05/2016,201620,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Other,108
30/11/2016,201644,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Other,58
31/10/2016,201642,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Other,550
31/10/2016,201643,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Other,7
30/09/2016,201639,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Other,8
31/03/2016,201613,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Protection,324
31/07/2016,201629,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Shelter,33
31/03/2016,201611,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Shelter,390
30/11/2016,201644,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Shelter,110
31/10/2016,201642,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Shelter,1390
31/10/2016,201643,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Shelter,660
31/08/2016,201634,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Water,6
31/12/2016,201648,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Water,14
31/12/2016,201650,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Water,6
31/03/2016,201611,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Water,9
31/05/2016,201619,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Water,33
31/10/2016,201642,Banadir,Banadir,Lower Shabelle,Afgooye,Conflict/Insecurity,Water,8
31/03/2016,201612,Banadir,Banadir,Lower Shabelle,Afgooye,Drought related,Food,18
31/05/2016,201618,Banadir,Banadir,Lower Shabelle,Afgooye,Drought related,Food,252
31/03/2016,201612,Banadir,Banadir,Lower Shabelle,Afgooye,Drought related,Water,10
31/07/2016,201629,Banadir,Banadir,Lower Shabelle,Afgooye,Other,Food,4
31/03/2016,201609,Banadir,Banadir,Lower Shabelle,Afgooye,Other,Food,34
31/05/2016,201620,Banadir,Banadir,Lower Shabelle,Afgooye,Other,Food,6
31/10/2016,201639,Banadir,Banadir,Lower Shabelle,Baraawe,Conflict/Insecurity,Food,15
30/09/2016,201639,Banadir,Banadir,Lower Shabelle,Baraawe,Conflict/Insecurity,Food,21
30/09/2016,201639,Banadir,Banadir,Lower Shabelle,Baraawe,Conflict/Insecurity,Other,6
31/10/2016,201641,Banadir,Banadir,Lower Shabelle,Baraawe,Drought related,Food,15
30/06/2016,201623,Banadir,Banadir,Lower Shabelle,Kurtunwaarey,Conflict/Insecurity,Food,156
31/10/2016,201640,Banadir,Banadir,Lower Shabelle,Kurtunwaarey,Conflict/Insecurity,Food,24
30/11/2016,201645,Banadir,Banadir,Lower Shabelle,Kurtunwaarey,Conflict/Insecurity,Water,10
29/02/2016,201605,Banadir,Banadir,Lower Shabelle,Kurtunwaarey,Drought related,Food,108
30/04/2016,201614,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,2699
30/04/2016,201615,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,1661
30/04/2016,201616,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,813
30/04/2016,201617,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,114
31/08/2016,201632,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,10
31/08/2016,201633,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,7
31/08/2016,201634,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,159
31/12/2016,201648,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,18
31/12/2016,201651,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,34
29/02/2016,201605,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,69
29/02/2016,201606,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,73
29/02/2016,201607,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,332
29/02/2016,201608,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,121
31/01/2016,201601,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,456
31/07/2016,201627,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,14
31/07/2016,201628,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,119
31/07/2016,201629,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,6
30/06/2016,201622,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,102
30/06/2016,201623,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,108
31/03/2016,201609,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,131
31/03/2016,201610,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,546
31/03/2016,201611,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,33
31/03/2016,201612,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,7
31/03/2016,201613,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,9
31/05/2016,201618,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,691
31/05/2016,201619,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,397
31/05/2016,201620,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,162
31/05/2016,201621,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,184
31/05/2016,201622,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,45
30/11/2016,201645,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,23
31/10/2016,201639,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,83
31/10/2016,201640,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,28
31/10/2016,201641,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,86
31/10/2016,201642,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,192
31/10/2016,201643,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,62
30/09/2016,201637,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,5
30/09/2016,201638,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,66
30/09/2016,201639,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Food,138
31/03/2016,201610,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Health,43
31/03/2016,201612,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Health,6
29/02/2016,201607,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Humanitarian Aid,1662
31/10/2016,201642,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Humanitarian Aid,6
30/04/2016,201614,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Livelihood Support,2467
30/04/2016,201615,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Livelihood Support,1697
29/02/2016,201605,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Livelihood Support,636
29/02/2016,201606,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Livelihood Support,372
31/01/2016,201601,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Livelihood Support,18
31/07/2016,201628,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Livelihood Support,420
30/06/2016,201622,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Livelihood Support,15
31/03/2016,201609,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Livelihood Support,342
31/03/2016,201610,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Livelihood Support,38
31/05/2016,201619,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Livelihood Support,8
30/11/2016,201644,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Livelihood Support,147
31/10/2016,201643,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Livelihood Support,420
31/12/2016,201651,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Other,10
31/03/2016,201610,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Other,14
31/05/2016,201621,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Other,6
30/11/2016,201645,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Other,19
30/11/2016,201647,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Other,17
31/10/2016,201641,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Other,2
31/10/2016,201642,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Other,11
31/10/2016,201643,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Other,23
30/09/2016,201637,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Other,140
30/09/2016,201638,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Other,16
30/04/2016,201613,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Protection,125
30/04/2016,201614,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Protection,2326
30/04/2016,201615,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Protection,13
30/04/2016,201616,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Protection,16
29/02/2016,201608,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Protection,124
31/01/2016,201601,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Protection,5
31/01/2016,201602,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Protection,19
31/03/2016,201609,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Protection,4
31/03/2016,201611,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Protection,28
31/03/2016,201612,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Protection,140
31/03/2016,201613,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Protection,4
31/05/2016,201619,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Protection,45
31/05/2016,201620,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Protection,8
30/09/2016,201637,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Protection,36
30/04/2016,201614,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Shelter,1512
30/04/2016,201615,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Shelter,360
31/08/2016,201632,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Shelter,35
31/08/2016,201634,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Shelter,6
31/12/2016,201648,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Shelter,10
31/12/2016,201649,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Shelter,16
31/12/2016,201652,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Shelter,12
29/02/2016,201605,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Shelter,102
29/02/2016,201606,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Shelter,25
31/07/2016,201628,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Shelter,14
30/06/2016,201622,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Shelter,96
30/06/2016,201623,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Shelter,215
31/03/2016,201610,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Shelter,242
31/05/2016,201618,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Shelter,109
31/05/2016,201619,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Shelter,34
30/11/2016,201644,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Shelter,141
30/11/2016,201645,Banadir,Banadir,Lower Shabelle,Marka,Conflict/Insecurity,Shelter,50
