gender,age,grade,q1a,q1b,q2a,q2b,q3a,q1,q2,q3,q4
NA,NA,NA,Sometimes,Most or all of the time,Sometimes,Most or all of the time,Most or all of the time,Increased,Increased,Maintained,Increased
Girl,9,4,Sometimes,Most or all of the time,Sometimes,Sometimes,Most or all of the time,Increased,Maintained,Decreased,Maintained
Girl,9,4,Sometimes,A little or none of the time,A little or none of the time,A little or none of the time,Sometimes,Decreased,Maintained,Decreased,Maintained
Girl,9,4,Most or all of the time,Most or all of the time,Sometimes,A little or none of the time,Most or all of the time,Maintained,Decreased,Maintained,Maintained
Boy,9,4,Sometimes,Sometimes,Most or all of the time,Most or all of the time,Most or all of the time,Maintained,Maintained,Maintained,Increased
Boy,10,4,Most or all of the time,Most or all of the time,A little or none of the time,Sometimes,Most or all of the time,Maintained,Increased,Maintained,Increased
Girl,9,4,Sometimes,Sometimes,Sometimes,Sometimes,Most or all of the time,Maintained,Maintained,Maintained,Maintained
Boy,9,4,Sometimes,Sometimes,Sometimes,Sometimes,Most or all of the time,Maintained,Maintained,Maintained,Maintained
Boy,10,4,Sometimes,Most or all of the time,Most or all of the time,Most or all of the time,Most or all of the time,Increased,Maintained,Maintained,Increased
Boy,9,4,Sometimes,Most or all of the time,A little or none of the time,Sometimes,Sometimes,Increased,Increased,Maintained,Increased
Girl,9,4,Sometimes,Most or all of the time,Sometimes,Sometimes,Most or all of the time,Increased,Maintained,Maintained,Maintained
Boy,10,4,Sometimes,Sometimes,Most or all of the time,Sometimes,Sometimes,Maintained,Decreased,Increased,Decreased
Girl,10,4,Sometimes,Most or all of the time,Sometimes,Most or all of the time,Most or all of the time,Increased,Increased,Maintained,Maintained
Girl,9,4,Sometimes,Sometimes,A little or none of the time,Sometimes,Sometimes,Maintained,Increased,Maintained,Maintained
Girl,10,4,Most or all of the time,Most or all of the time,Most or all of the time,Most or all of the time,Most or all of the time,Maintained,Maintained,Maintained,Maintained
Boy,10,4,Most or all of the time,Most or all of the time,Sometimes,Most or all of the time,Most or all of the time,Maintained,Increased,Decreased,Decreased
Girl,10,4,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Maintained,Maintained,Maintained,Increased
Boy,10,4,Most or all of the time,A little or none of the time,A little or none of the time,Most or all of the time,Sometimes,Decreased,Increased,Maintained,Maintained
Boy,9,4,A little or none of the time,Sometimes,A little or none of the time,Most or all of the time,A little or none of the time,Increased,Increased,Maintained,Increased
NA,NA,NA,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Maintained,Maintained,Maintained,NA
Girl,11,4,Most or all of the time,Most or all of the time,Most or all of the time,Most or all of the time,Most or all of the time,Maintained,Maintained,Maintained,Maintained
Boy,10,4,Most or all of the time,Sometimes,Sometimes,Sometimes,Most or all of the time,Decreased,Maintained,Maintained,Maintained
Girl,9,4,A little or none of the time,Sometimes,A little or none of the time,Sometimes,Most or all of the time,Increased,Increased,Maintained,Maintained
Boy,9,4,Sometimes,Sometimes,A little or none of the time,A little or none of the time,Most or all of the time,Maintained,Maintained,Maintained,Maintained
Girl,9,4,Sometimes,Most or all of the time,A little or none of the time,Sometimes,A little or none of the time,Increased,Increased,Maintained,Maintained
Girl,9,4,Sometimes,Most or all of the time,A little or none of the time,Most or all of the time,Sometimes,Increased,Increased,Increased,Increased
Boy,9,4,Sometimes,Sometimes,A little or none of the time,Sometimes,A little or none of the time,Maintained,Increased,Maintained,Maintained
Boy,9,4,Most or all of the time,Sometimes,Sometimes,A little or none of the time,Sometimes,Decreased,Decreased,Maintained,Maintained
Boy,9,4,Sometimes,Most or all of the time,A little or none of the time,Sometimes,Most or all of the time,Increased,Increased,Maintained,Maintained
Girl,10,4,Sometimes,Sometimes,A little or none of the time,Sometimes,Sometimes,Maintained,Increased,Maintained,Maintained
Boy,10,4,Sometimes,Sometimes,Most or all of the time,Most or all of the time,A little or none of the time,Maintained,Maintained,Increased,Maintained
Girl,9,4,Sometimes,Most or all of the time,Sometimes,Most or all of the time,Most or all of the time,Increased,Increased,Maintained,Increased
Girl,9,4,A little or none of the time,A little or none of the time,A little or none of the time,Sometimes,Sometimes,Maintained,Increased,Maintained,Increased
Boy,10,4,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Maintained,Maintained,Increased,Decreased
Boy,9,4,Sometimes,Most or all of the time,Sometimes,Most or all of the time,Sometimes,Increased,Increased,Increased,Increased
Girl,9,4,Sometimes,Sometimes,A little or none of the time,Most or all of the time,Sometimes,Maintained,Increased,Maintained,Increased
Boy,10,4,Most or all of the time,Most or all of the time,Sometimes,A little or none of the time,A little or none of the time,Maintained,Decreased,Maintained,Decreased
Boy,10,4,A little or none of the time,A little or none of the time,A little or none of the time,A little or none of the time,A little or none of the time,Maintained,Maintained,Maintained,Maintained
Boy,9,4,Sometimes,Sometimes,A little or none of the time,Sometimes,Sometimes,Maintained,Increased,Maintained,Maintained
Girl,9,4,Sometimes,Sometimes,A little or none of the time,Sometimes,Sometimes,Maintained,Increased,Increased,Maintained
Girl,10,4,Sometimes,Sometimes,A little or none of the time,A little or none of the time,A little or none of the time,Maintained,Maintained,Maintained,Maintained
Girl,10,4,Sometimes,Most or all of the time,Sometimes,Sometimes,Sometimes,Increased,Maintained,Maintained,Decreased
Boy,10,4,A little or none of the time,Most or all of the time,A little or none of the time,Most or all of the time,Sometimes,Increased,Increased,Maintained,Decreased
Girl,10,4,Sometimes,NA,A little or none of the time,NA,NA,NA,NA,NA,NA
Girl,10,4,Sometimes,Sometimes,A little or none of the time,Sometimes,Most or all of the time,Maintained,Increased,Decreased,Decreased
Girl,10,4,Sometimes,Sometimes,A little or none of the time,A little or none of the time,Most or all of the time,Maintained,Maintained,Maintained,Increased
Boy,9,4,A little or none of the time,A little or none of the time,Sometimes,Sometimes,Sometimes,Maintained,Maintained,Increased,Increased
Boy,9,4,Sometimes,Sometimes,A little or none of the time,A little or none of the time,Sometimes,Maintained,Maintained,Maintained,Maintained
Boy,9,4,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Maintained,Maintained,Increased,Maintained
Girl,9,4,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Maintained,Maintained,Increased,Maintained
Boy,9,4,Most or all of the time,Most or all of the time,Sometimes,Sometimes,A little or none of the time,Maintained,Maintained,Maintained,Maintained
Girl,9,4,Sometimes,Most or all of the time,A little or none of the time,A little or none of the time,A little or none of the time,Increased,Maintained,Maintained,Increased
Boy,10,4,Sometimes,Sometimes,Sometimes,Sometimes,A little or none of the time,Maintained,Maintained,Maintained,Maintained
Girl,10,4,Sometimes,Most or all of the time,A little or none of the time,Sometimes,Most or all of the time,Increased,Increased,Maintained,Maintained
Girl,9,4,Sometimes,Most or all of the time,Sometimes,A little or none of the time,NA,Increased,Decreased,NA,Maintained
Not listed (may specify here),8,4,Sometimes,A little or none of the time,A little or none of the time,Sometimes,Most or all of the time,Decreased,Increased,Decreased,Maintained
Girl,9,4,Most or all of the time,Most or all of the time,Sometimes,Sometimes,A little or none of the time,Maintained,Maintained,Maintained,Maintained
Boy,10,4,Sometimes,Most or all of the time,Sometimes,Most or all of the time,Most or all of the time,Increased,Increased,Maintained,Maintained
Girl,9,4,Most or all of the time,Most or all of the time,Most or all of the time,Most or all of the time,Sometimes,Maintained,Maintained,Maintained,Maintained
Boy,9,4,Sometimes,Sometimes,Sometimes,A little or none of the time,Most or all of the time,Maintained,Decreased,Maintained,Maintained
Girl,9,4,Most or all of the time,Most or all of the time,Sometimes,Most or all of the time,Most or all of the time,Maintained,Increased,Maintained,Increased
Girl,10,4,Sometimes,Sometimes,A little or none of the time,Sometimes,Most or all of the time,Maintained,Increased,Maintained,Maintained
Girl,9,4,Sometimes,Most or all of the time,A little or none of the time,Sometimes,Most or all of the time,Increased,Increased,Maintained,Increased
Girl,10,4,Most or all of the time,Most or all of the time,A little or none of the time,A little or none of the time,Sometimes,Maintained,Maintained,Maintained,Maintained
Girl,10,4,A little or none of the time,Sometimes,A little or none of the time,Most or all of the time,Most or all of the time,Increased,Increased,Maintained,Increased
Girl,9,4,Most or all of the time,NA,Sometimes,Sometimes,Most or all of the time,NA,Maintained,Maintained,Decreased
Girl,9,4,Sometimes,Most or all of the time,A little or none of the time,Most or all of the time,Sometimes,Increased,Increased,Increased,Increased
Boy,10,4,Most or all of the time,Sometimes,A little or none of the time,Most or all of the time,Sometimes,Decreased,Increased,Increased,Decreased
Girl,9,4,Sometimes,Sometimes,Sometimes,A little or none of the time,Sometimes,Maintained,Decreased,Increased,Decreased
Girl,11,4,Most or all of the time,Most or all of the time,Most or all of the time,Most or all of the time,Sometimes,Maintained,Maintained,Maintained,Maintained
Boy,10,4,A little or none of the time,Sometimes,Sometimes,Sometimes,Sometimes,Increased,Maintained,Increased,Maintained
Girl,11,4,NA,Most or all of the time,A little or none of the time,Most or all of the time,Most or all of the time,NA,Increased,Maintained,Decreased
NA,NA,NA,Sometimes,Most or all of the time,NA,NA,NA,Increased,NA,NA,NA
Prefer not to answer,10,4,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Maintained,Maintained,Increased,Increased
Girl,10,4,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Maintained,Maintained,Increased,Increased
Girl,9,4,Sometimes,Most or all of the time,A little or none of the time,Sometimes,Sometimes,Increased,Increased,Maintained,Increased
Boy,9,4,Sometimes,Most or all of the time,Most or all of the time,Sometimes,Most or all of the time,Increased,Decreased,NA,NA
Girl,10,4,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Maintained,Maintained,Maintained,Increased
Boy,9,4,Sometimes,Most or all of the time,Sometimes,A little or none of the time,Most or all of the time,Increased,Decreased,Maintained,Maintained
Boy,9,4,Sometimes,Most or all of the time,A little or none of the time,A little or none of the time,A little or none of the time,Increased,Maintained,Maintained,Maintained
Boy,9,4,Sometimes,Most or all of the time,Sometimes,Most or all of the time,A little or none of the time,Increased,Increased,Increased,Maintained
Boy,10,4,A little or none of the time,Sometimes,A little or none of the time,A little or none of the time,Sometimes,Increased,Maintained,Maintained,Maintained
Girl,9,4,A little or none of the time,Sometimes,Sometimes,Sometimes,Sometimes,Increased,Maintained,Increased,Decreased
Girl,9,4,Sometimes,Most or all of the time,Most or all of the time,Sometimes,Most or all of the time,Increased,Decreased,Maintained,Increased
Boy,10,4,Sometimes,Sometimes,Most or all of the time,Sometimes,Sometimes,Maintained,Decreased,Maintained,Maintained
Boy,10,4,Sometimes,Most or all of the time,Sometimes,Most or all of the time,Sometimes,Increased,Increased,Maintained,Decreased
Boy,10,4,Most or all of the time,A little or none of the time,Most or all of the time,A little or none of the time,A little or none of the time,Decreased,Decreased,Maintained,Maintained
Boy,10,4,Sometimes,Most or all of the time,Most or all of the time,Most or all of the time,Most or all of the time,Increased,Maintained,Maintained,Maintained
Girl,9,4,A little or none of the time,Most or all of the time,Sometimes,Most or all of the time,Most or all of the time,Increased,Increased,Maintained,Increased
Prefer not to answer,NA,NA,Sometimes,Most or all of the time,A little or none of the time,A little or none of the time,Sometimes,Increased,Maintained,Increased,Maintained
Boy,9,4,A little or none of the time,Most or all of the time,Sometimes,Most or all of the time,A little or none of the time,Increased,Increased,Increased,Maintained
Girl,10,4,Sometimes,Most or all of the time,Sometimes,Most or all of the time,A little or none of the time,Increased,Increased,Increased,Decreased
Boy,9,4,Sometimes,A little or none of the time,Sometimes,Most or all of the time,Most or all of the time,Decreased,Increased,Maintained,Maintained
NA,10,4,Most or all of the time,Most or all of the time,Sometimes,A little or none of the time,Most or all of the time,Maintained,Decreased,Maintained,Maintained
Girl,10,4,Sometimes,Most or all of the time,Sometimes,Sometimes,Most or all of the time,Increased,Maintained,Maintained,Maintained
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Sometimes,Most or all of the time,NA,NA,NA,Increased,NA,NA,NA
Prefer not to answer,10,4,Sometimes,A little or none of the time,Sometimes,Most or all of the time,NA,Decreased,Increased,NA,Increased
Boy,11,4,NA,A little or none of the time,Sometimes,NA,Most or all of the time,NA,NA,NA,NA
Boy,10,4,Sometimes,A little or none of the time,Sometimes,A little or none of the time,Most or all of the time,Decreased,Decreased,Decreased,Decreased
Boy,9,4,Most or all of the time,Most or all of the time,A little or none of the time,A little or none of the time,A little or none of the time,Maintained,Maintained,Increased,Maintained
Prefer not to answer,10,4,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Maintained,Maintained,Maintained,Maintained
Prefer not to answer,10,4,Most or all of the time,Most or all of the time,Sometimes,Sometimes,NA,Maintained,Maintained,NA,Maintained
Girl,9,4,Sometimes,Most or all of the time,Sometimes,Most or all of the time,Most or all of the time,Increased,Increased,Maintained,Maintained
Girl,10,4,Sometimes,Most or all of the time,Sometimes,Sometimes,Most or all of the time,Increased,Maintained,Maintained,Increased
Boy,10,4,Sometimes,Most or all of the time,Most or all of the time,Most or all of the time,Most or all of the time,Increased,Maintained,Maintained,Maintained
Girl,9,4,Sometimes,Most or all of the time,A little or none of the time,Sometimes,Most or all of the time,Increased,Increased,Maintained,Maintained
Girl,10,4,Sometimes,Most or all of the time,Most or all of the time,Most or all of the time,Most or all of the time,Increased,Maintained,Maintained,Maintained
Boy,9,4,Sometimes,Most or all of the time,Sometimes,Sometimes,Most or all of the time,Increased,Maintained,Maintained,Decreased
Boy,10,4,Sometimes,Sometimes,Most or all of the time,Sometimes,Most or all of the time,Maintained,Decreased,Decreased,Maintained
Girl,9,4,Sometimes,Most or all of the time,A little or none of the time,A little or none of the time,A little or none of the time,Increased,Maintained,Increased,Increased
Boy,10,4,Sometimes,A little or none of the time,A little or none of the time,A little or none of the time,Sometimes,Decreased,Maintained,Maintained,Decreased
Boy,10,4,Sometimes,Most or all of the time,Sometimes,Most or all of the time,Most or all of the time,Increased,Increased,Maintained,Increased
Boy,10,4,Sometimes,Sometimes,A little or none of the time,A little or none of the time,Sometimes,Maintained,Maintained,Maintained,Maintained
Girl,10,4,Sometimes,Most or all of the time,Most or all of the time,Most or all of the time,Sometimes,Increased,Maintained,Increased,Maintained
Girl,10,4,A little or none of the time,Sometimes,Sometimes,Sometimes,Sometimes,Increased,Maintained,Maintained,Maintained
Girl,10,4,Sometimes,Most or all of the time,Sometimes,A little or none of the time,Sometimes,Increased,Decreased,Increased,Increased
Boy,10,4,Most or all of the time,Most or all of the time,Sometimes,Most or all of the time,Most or all of the time,Maintained,Increased,Maintained,Increased
Girl,9,4,Most or all of the time,Most or all of the time,Most or all of the time,Most or all of the time,Most or all of the time,Maintained,Maintained,Maintained,Maintained
Girl,10,4,Sometimes,Most or all of the time,A little or none of the time,A little or none of the time,Most or all of the time,Increased,Maintained,Maintained,Increased
Girl,9,4,Sometimes,Sometimes,NA,A little or none of the time,Most or all of the time,Maintained,NA,NA,NA
Boy,10,4,Most or all of the time,Sometimes,A little or none of the time,A little or none of the time,Sometimes,Decreased,Maintained,Increased,Maintained
Boy,9,4,Sometimes,Sometimes,Sometimes,Most or all of the time,A little or none of the time,Maintained,Increased,Increased,Maintained
Girl,9,4,Sometimes,Most or all of the time,A little or none of the time,A little or none of the time,Most or all of the time,Increased,Maintained,Maintained,Increased
Boy,9,4,Most or all of the time,Sometimes,Sometimes,Sometimes,Sometimes,Decreased,Maintained,Increased,Increased
Girl,10,4,Sometimes,Most or all of the time,A little or none of the time,A little or none of the time,Most or all of the time,Increased,Maintained,Maintained,Increased
Boy,10,4,Sometimes,Sometimes,Sometimes,A little or none of the time,Most or all of the time,Maintained,Decreased,Maintained,Maintained
Boy,9,4,Sometimes,Sometimes,A little or none of the time,Sometimes,Sometimes,Maintained,Increased,Maintained,Maintained
Boy,10,4,Sometimes,Most or all of the time,Most or all of the time,Most or all of the time,Most or all of the time,Increased,Maintained,Decreased,Maintained
Girl,10,4,Sometimes,Sometimes,A little or none of the time,Sometimes,Most or all of the time,Maintained,Increased,Maintained,Maintained
Boy,10,4,Most or all of the time,Most or all of the time,Most or all of the time,Most or all of the time,Most or all of the time,Maintained,Maintained,Maintained,Maintained
Boy,10,4,Most or all of the time,Most or all of the time,Sometimes,Sometimes,Most or all of the time,Maintained,Maintained,Maintained,Maintained
